                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    297,                 2.0611,                0.97595,                0.77279,                0.86964,                0.28361,                0.32501,                0.17723,                 1.9114,                 1.6489,                 0.8303,             0.00050477,             0.00050477,             0.00050477
                    298,                 1.7817,                 0.8504,                 0.8036,                0.86609,                   0.29,                0.31771,                0.17449,                 1.9401,                 1.7009,                0.83652,             0.00050406,             0.00050406,             0.00050406
                    299,                 1.9056,                0.91175,                0.79898,                0.86642,                0.27436,                0.31131,                0.17424,                 1.9194,                 1.7198,                0.83951,             0.00050336,             0.00050336,             0.00050336
                    300,                 2.1294,                0.87431,                0.78223,                 0.9359,                   0.24,                0.28899,                0.15487,                 1.9883,                 1.7135,                0.84586,             0.00050265,             0.00050265,             0.00050265
                    301,                 1.7052,                0.81184,                0.80283,                0.93524,                   0.24,                0.29238,                0.15162,                 2.0556,                 1.6815,                0.85265,             0.00050194,             0.00050194,             0.00050194
                    302,                  2.006,                0.88771,                0.81084,                0.86077,                   0.26,                 0.2824,                0.15376,                  2.039,                  1.625,                0.85076,             0.00050124,             0.00050124,             0.00050124
                    303,                  1.832,                 1.0269,                0.79484,                 0.8837,                   0.26,                 0.2796,                0.14626,                 2.0255,                 1.5869,                0.84743,             0.00050053,             0.00050053,             0.00050053
                    304,                  2.116,                0.92433,                0.78489,                0.89546,                   0.24,                0.26014,                0.12856,                 2.1818,                 1.7494,                0.85301,             0.00049982,             0.00049982,             0.00049982
                    305,                 1.8041,                0.85955,                0.79661,                0.88742,                   0.24,                0.25152,                0.11119,                 2.3369,                  1.909,                0.86258,             0.00049911,             0.00049911,             0.00049911
                    306,                 2.0681,                0.96889,                0.79132,                0.92144,                   0.22,                0.25089,                0.12064,                 2.2934,                 1.9587,                0.85877,             0.00049841,             0.00049841,             0.00049841
                    307,                 2.0924,                0.93807,                0.81465,                0.95045,                   0.23,                0.27328,                0.14189,                 2.0909,                 1.8503,                0.84443,              0.0004977,              0.0004977,              0.0004977
                    308,                 2.0542,                0.97378,                0.79142,                0.93562,                   0.23,                0.26644,                0.15333,                 1.9148,                 1.7556,                0.83582,             0.00049699,             0.00049699,             0.00049699
                    309,                 1.6283,                0.77604,                0.81376,                0.92564,                   0.23,                0.26499,                0.14859,                 1.9855,                 1.7667,                0.84015,             0.00049629,             0.00049629,             0.00049629
                    310,                 1.8649,                 0.8613,                0.81289,                 0.9253,                   0.26,                0.26611,                 0.1445,                 2.0312,                 1.8037,                0.84391,             0.00049558,             0.00049558,             0.00049558
                    311,                 1.9394,                0.88792,                0.80031,                 0.9266,                   0.26,                0.27664,                0.15675,                 2.0083,                 1.8312,                0.84155,             0.00049487,             0.00049487,             0.00049487
                    312,                 1.6621,                0.88341,                0.78108,                0.90334,                   0.27,                0.29419,                0.17974,                 1.8822,                 1.8755,                0.84196,             0.00049417,             0.00049417,             0.00049417
                    313,                 1.8577,                 0.8354,                0.82373,                0.89348,                   0.27,                0.29997,                0.18176,                 1.8997,                 1.8463,                0.84321,             0.00049346,             0.00049346,             0.00049346
                    314,                 1.8992,                0.86445,                0.77544,                0.87492,                   0.26,                0.28618,                0.17461,                 1.9498,                 1.8859,                0.84351,             0.00049275,             0.00049275,             0.00049275
                    315,                 2.1416,                 1.0345,                0.78797,                0.87446,                   0.25,                0.28024,                0.16075,                 2.0153,                 1.9601,                0.84824,             0.00049205,             0.00049205,             0.00049205
                    316,                 1.9598,                0.86207,                0.78549,                0.95725,                   0.23,                0.27675,                0.16409,                 1.9719,                 1.9298,                0.84797,             0.00049134,             0.00049134,             0.00049134
                    317,                 1.8658,                0.89957,                0.81194,                 0.9472,                   0.23,                0.27841,                0.17286,                 1.8943,                 1.8358,                0.84098,             0.00049063,             0.00049063,             0.00049063
                    318,                 1.8557,                0.89812,                0.81952,                0.97912,                0.22949,                0.29026,                 0.1821,                 1.8598,                  1.754,                0.83774,             0.00048993,             0.00048993,             0.00048993
                    319,                 2.0558,                 0.8971,                0.81562,                0.97906,                0.22884,                0.28307,                 0.1698,                 1.8891,                 1.7282,                0.83836,             0.00048922,             0.00048922,             0.00048922
                    320,                 1.9016,                 0.8094,                0.79306,                 0.9443,                    0.2,                 0.2508,                0.13842,                 2.2704,                 1.9682,                0.87074,             0.00048851,             0.00048851,             0.00048851
                    321,                 1.7412,                0.76562,                0.81068,                0.89721,                 0.1933,                0.23467,                0.13051,                 2.3975,                 2.0848,                0.87815,              0.0004878,              0.0004878,              0.0004878
                    322,                 2.0148,                0.95904,                0.79273,                0.92529,                   0.19,                0.23049,                0.12223,                 2.4133,                 2.1399,                0.88201,              0.0004871,              0.0004871,              0.0004871
                    323,                  1.923,                0.86503,                0.77304,                0.92645,                   0.19,                0.23402,                0.13562,                 2.2853,                 2.0313,                0.86677,             0.00048639,             0.00048639,             0.00048639
                    324,                 1.8585,                0.83023,                 0.8043,                0.88857,                   0.22,                0.25198,                0.15371,                  2.005,                 1.8485,                0.84192,             0.00048568,             0.00048568,             0.00048568
                    325,                 1.8689,                0.79674,                0.79159,                 0.9449,                   0.19,                0.24471,                0.14347,                 2.0751,                 1.8457,                0.84646,             0.00048498,             0.00048498,             0.00048498
                    326,                 2.0134,                0.91509,                0.76581,                0.95711,                   0.17,                 0.2189,                0.13012,                 2.1786,                 1.9203,                0.86192,             0.00048427,             0.00048427,             0.00048427
                    327,                 1.8169,                 0.7196,                0.79817,                0.92089,                   0.17,                0.20544,                 0.1223,                 2.3437,                 1.9836,                0.87768,             0.00048356,             0.00048356,             0.00048356
